doc_id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronouns,f_12_proverb_do,f_13_wh_question,f_14_nominalizations,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_60_that_deletion,f_61_stranded_preposition,f_62_split_infinitive,f_63_split_auxiliary,f_64_phrasal_coordination,f_65_clausal_coordination,f_66_neg_synthetic,f_67_neg_analytic
100016,0.0,0.0,55.28846153846153,0.0,2.403846153846154,0.0,43.26923076923077,4.807692307692308,2.403846153846154,9.615384615384617,0.0,0.0,14.423076923076923,21.634615384615383,9.615384615384617,310.09615384615387,9.615384615384617,0.0,16.826923076923077,0.0,0.0,0.0,2.403846153846154,14.423076923076923,2.403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403846153846154,7.211538461538462,105.76923076923077,43.26923076923077,9.615384615384617,43.26923076923077,0.551980198019802,5.0594059405940595,0.0,0.0,0.0,2.403846153846154,4.807692307692308,0.0,4.807692307692308,4.807692307692308,0.0,12.01923076923077,0.0,19.230769230769234,7.211538461538462,0.0,4.807692307692308,0.0,0.0,0.0,7.211538461538462,12.01923076923077,9.615384615384617,0.0,0.0
10249,14.88833746898263,7.444168734491315,66.99751861042184,0.0,4.962779156327543,14.88833746898263,57.07196029776674,9.925558312655086,4.962779156327543,9.925558312655086,7.444168734491315,0.0,19.851116625310173,24.81389578163772,9.925558312655086,200.99255583126552,2.4813895781637716,0.0,32.25806451612903,2.4813895781637716,0.0,0.0,0.0,7.444168734491315,4.962779156327543,0.0,0.0,0.0,7.444168734491315,0.0,4.962779156327543,0.0,0.0,0.0,0.0,0.0,0.0,2.4813895781637716,81.88585607940446,62.03473945409429,9.925558312655086,66.99751861042184,0.609254498714653,5.03598971722365,0.0,2.4813895781637716,0.0,2.4813895781637716,12.40694789081886,2.4813895781637716,12.40694789081886,14.88833746898263,0.0,4.962779156327543,9.925558312655086,37.220843672456574,0.0,0.0,22.332506203473944,0.0,0.0,0.0,0.0,12.40694789081886,9.925558312655086,0.0,14.88833746898263
10253,2.352941176470588,0.0,44.70588235294118,7.058823529411765,0.0,0.0,51.76470588235294,0.0,7.058823529411765,4.705882352941176,2.352941176470588,0.0,9.411764705882351,23.52941176470588,2.352941176470588,284.7058823529412,4.705882352941176,0.0,21.176470588235293,0.0,0.0,0.0,2.352941176470588,9.411764705882351,4.705882352941176,0.0,0.0,0.0,0.0,2.352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,11.76470588235294,2.352941176470588,87.05882352941175,56.47058823529412,11.76470588235294,63.52941176470588,0.5247524752475248,5.163366336633663,4.705882352941176,4.705882352941176,0.0,7.058823529411765,7.058823529411765,0.0,2.352941176470588,7.058823529411765,0.0,2.352941176470588,18.823529411764703,28.23529411764706,11.76470588235294,2.352941176470588,11.76470588235294,4.705882352941176,4.705882352941176,2.352941176470588,2.352941176470588,4.705882352941176,7.058823529411765,2.352941176470588,4.705882352941176
103961,19.559902200489,7.334963325183374,46.45476772616137,0.0,2.444987775061125,0.0,26.89486552567237,31.78484107579462,7.334963325183374,14.669926650366747,4.88997555012225,0.0,26.89486552567237,46.45476772616137,7.334963325183374,185.81907090464549,0.0,0.0,34.229828850855746,0.0,0.0,0.0,2.444987775061125,12.224938875305625,2.444987775061125,0.0,2.444987775061125,0.0,2.444987775061125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.334963325183374,2.444987775061125,78.239608801956,61.12469437652811,7.334963325183374,85.57457212713938,0.5591939546599496,5.216624685138539,0.0,2.444987775061125,2.444987775061125,0.0,7.334963325183374,0.0,7.334963325183374,29.339853300733495,0.0,2.444987775061125,7.334963325183374,12.224938875305625,14.669926650366747,0.0,14.669926650366747,0.0,2.444987775061125,0.0,4.88997555012225,17.114914425427873,4.88997555012225,0.0,7.334963325183374
105224,0.0,0.0,45.0,2.5,0.0,0.0,77.5,0.0,2.5,15.0,2.5,0.0,15.0,5.0,17.5,277.5,15.0,0.0,17.5,0.0,7.5,0.0,7.5,22.5,2.5,0.0,7.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,77.5,30.0,7.5,45.0,0.5039370078740157,4.952755905511811,7.5,0.0,0.0,0.0,5.0,0.0,5.0,10.0,2.5,12.5,2.5,17.5,7.5,0.0,17.5,0.0,2.5,2.5,2.5,5.0,2.5,0.0,5.0
10534,2.4390243902439024,0.0,51.21951219512195,0.0,0.0,2.4390243902439024,31.70731707317073,9.75609756097561,12.195121951219512,2.4390243902439024,12.195121951219512,0.0,21.95121951219512,17.073170731707318,0.0,243.90243902439025,0.0,0.0,29.26829268292683,0.0,0.0,0.0,0.0,12.195121951219512,0.0,0.0,2.4390243902439024,2.4390243902439024,7.317073170731708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75609756097561,4.878048780487805,87.80487804878048,56.09756097560976,7.317073170731708,56.09756097560976,0.5979643765903307,4.895674300254453,4.878048780487805,0.0,0.0,2.4390243902439024,14.634146341463415,0.0,4.878048780487805,12.195121951219512,0.0,2.4390243902439024,9.75609756097561,24.390243902439025,2.4390243902439024,0.0,21.95121951219512,0.0,0.0,0.0,0.0,17.073170731707318,4.878048780487805,0.0,7.317073170731708
106113,7.444168734491315,7.444168734491315,74.44168734491315,0.0,0.0,17.3697270471464,54.59057071960298,0.0,14.88833746898263,7.444168734491315,0.0,2.4813895781637716,27.29528535980149,32.25806451612903,2.4813895781637716,228.28784119106697,4.962779156327543,0.0,17.3697270471464,0.0,0.0,0.0,2.4813895781637716,24.81389578163772,2.4813895781637716,0.0,0.0,0.0,0.0,0.0,2.4813895781637716,0.0,0.0,2.4813895781637716,0.0,0.0,4.962779156327543,2.4813895781637716,64.51612903225806,44.66501240694789,4.962779156327543,74.44168734491315,0.5905511811023622,5.202099737532809,4.962779156327543,0.0,0.0,0.0,7.444168734491315,0.0,7.444168734491315,9.925558312655086,0.0,2.4813895781637716,7.444168734491315,29.77667493796526,4.962779156327543,0.0,27.29528535980149,0.0,0.0,0.0,0.0,7.444168734491315,7.444168734491315,0.0,9.925558312655086
10636,9.63855421686747,0.0,43.373493975903614,2.4096385542168677,0.0,0.0,65.06024096385542,4.819277108433735,16.867469879518072,7.228915662650603,4.819277108433735,0.0,7.228915662650603,26.50602409638554,4.819277108433735,250.60240963855424,2.4096385542168677,0.0,31.32530120481928,0.0,2.4096385542168677,0.0,2.4096385542168677,14.457831325301205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4096385542168677,0.0,4.819277108433735,4.819277108433735,62.65060240963856,60.24096385542169,12.048192771084338,45.78313253012048,0.555,5.0175,16.867469879518072,2.4096385542168677,0.0,2.4096385542168677,4.819277108433735,0.0,12.048192771084338,31.32530120481928,2.4096385542168677,2.4096385542168677,16.867469879518072,28.91566265060241,2.4096385542168677,0.0,14.457831325301205,0.0,0.0,0.0,0.0,12.048192771084338,9.63855421686747,0.0,14.457831325301205
106478,0.0,0.0,34.7394540942928,0.0,2.4813895781637716,0.0,71.96029776674938,2.4813895781637716,9.925558312655086,9.925558312655086,2.4813895781637716,0.0,4.962779156327543,24.81389578163772,0.0,300.24813895781637,12.40694789081886,0.0,12.40694789081886,0.0,0.0,0.0,0.0,24.81389578163772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.40694789081886,74.44168734491315,37.220843672456574,7.444168734491315,44.66501240694789,0.5774278215223098,4.834645669291339,0.0,0.0,0.0,2.4813895781637716,0.0,0.0,4.962779156327543,9.925558312655086,4.962779156327543,14.88833746898263,0.0,14.88833746898263,2.4813895781637716,2.4813895781637716,9.925558312655086,0.0,2.4813895781637716,0.0,7.444168734491315,9.925558312655086,2.4813895781637716,0.0,2.4813895781637716
113554,2.4691358024691357,0.0,74.07407407407408,7.407407407407407,0.0,0.0,71.60493827160494,27.160493827160494,7.407407407407407,9.876543209876543,0.0,0.0,14.814814814814815,39.50617283950617,14.814814814814815,180.2469135802469,0.0,0.0,29.62962962962963,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,2.4691358024691357,0.0,7.407407407407407,0.0,2.4691358024691357,0.0,0.0,0.0,0.0,0.0,9.876543209876543,12.345679012345679,76.54320987654322,49.382716049382715,14.814814814814815,69.1358024691358,0.5512820512820513,5.097435897435897,2.4691358024691357,2.4691358024691357,0.0,0.0,0.0,0.0,7.407407407407407,4.938271604938271,0.0,2.4691358024691357,2.4691358024691357,29.62962962962963,2.4691358024691357,0.0,19.753086419753085,0.0,0.0,0.0,0.0,24.691358024691358,0.0,0.0,7.407407407407407
