doc_id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronouns,f_12_proverb_do,f_13_wh_question,f_14_nominalizations,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_60_that_deletion,f_61_stranded_preposition,f_62_split_infinitive,f_63_split_auxiliary,f_64_phrasal_coordination,f_65_clausal_coordination,f_66_neg_synthetic,f_67_neg_analytic
100016,2.444987775061125,0.0,46.45476772616137,2.444987775061125,2.444987775061125,0.0,48.8997555012225,2.444987775061125,4.88997555012225,2.444987775061125,0.0,0.0,12.224938875305625,4.88997555012225,0.0,337.4083129584352,2.444987775061125,0.0,17.114914425427873,0.0,0.0,0.0,7.334963325183374,14.669926650366747,0.0,0.0,0.0,2.444987775061125,2.444987775061125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88997555012225,114.91442542787286,39.119804400978,9.7799511002445,31.78484107579462,0.4898989898989899,4.717171717171717,2.444987775061125,0.0,0.0,0.0,7.334963325183374,0.0,4.88997555012225,4.88997555012225,2.444987775061125,9.7799511002445,0.0,19.559902200489,2.444987775061125,0.0,4.88997555012225,0.0,0.0,0.0,4.88997555012225,9.7799511002445,4.88997555012225,0.0,2.444987775061125
10249,47.146401985111666,2.4813895781637716,64.51612903225806,2.4813895781637716,0.0,44.66501240694789,71.96029776674938,4.962779156327543,9.925558312655086,2.4813895781637716,12.40694789081886,0.0,39.702233250620345,12.40694789081886,12.40694789081886,138.9578163771712,0.0,0.0,42.183622828784124,7.444168734491315,0.0,0.0,4.962779156327543,29.77667493796526,0.0,0.0,0.0,0.0,4.962779156327543,0.0,2.4813895781637716,0.0,0.0,0.0,0.0,0.0,2.4813895781637716,0.0,74.44168734491315,44.66501240694789,17.3697270471464,79.40446650124069,0.5717948717948718,4.448717948717949,0.0,0.0,0.0,2.4813895781637716,19.851116625310173,0.0,12.40694789081886,4.962779156327543,0.0,4.962779156327543,9.925558312655086,39.702233250620345,0.0,0.0,27.29528535980149,2.4813895781637716,2.4813895781637716,0.0,7.444168734491315,2.4813895781637716,17.3697270471464,2.4813895781637716,7.444168734491315
10253,2.3923444976076556,0.0,59.80861244019139,2.3923444976076556,2.3923444976076556,0.0,50.239234449760765,4.784688995215311,11.961722488038278,7.177033492822967,2.3923444976076556,0.0,11.961722488038278,16.74641148325359,9.569377990430622,258.3732057416268,2.3923444976076556,0.0,33.49282296650718,0.0,0.0,0.0,2.3923444976076556,16.74641148325359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3923444976076556,0.0,0.0,2.3923444976076556,14.354066985645934,2.3923444976076556,81.33971291866028,64.5933014354067,9.569377990430622,62.20095693779904,0.4790575916230366,4.727748691099476,4.784688995215311,0.0,0.0,0.0,9.569377990430622,0.0,0.0,11.961722488038278,0.0,0.0,9.569377990430622,16.74641148325359,7.177033492822967,0.0,31.10047846889952,2.3923444976076556,2.3923444976076556,0.0,0.0,9.569377990430622,4.784688995215311,0.0,11.961722488038278
103961,14.492753623188406,0.0,50.72463768115942,7.246376811594203,7.246376811594203,2.4154589371980677,41.06280193236715,16.908212560386474,7.246376811594203,7.246376811594203,12.077294685990339,0.0,24.154589371980677,26.570048309178745,0.0,164.2512077294686,2.4154589371980677,0.0,36.231884057971016,0.0,0.0,0.0,4.830917874396135,24.154589371980677,0.0,0.0,0.0,0.0,2.4154589371980677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830917874396135,2.4154589371980677,77.29468599033817,50.72463768115942,14.492753623188406,103.86473429951691,0.562962962962963,4.9604938271604935,2.4154589371980677,0.0,2.4154589371980677,0.0,9.66183574879227,2.4154589371980677,9.66183574879227,16.908212560386474,0.0,2.4154589371980677,2.4154589371980677,21.73913043478261,7.246376811594203,0.0,12.077294685990339,0.0,4.830917874396135,0.0,4.830917874396135,12.077294685990339,7.246376811594203,2.4154589371980677,7.246376811594203
105224,2.4096385542168677,0.0,67.46987951807229,7.228915662650603,2.4096385542168677,0.0,62.65060240963856,0.0,0.0,2.4096385542168677,0.0,0.0,12.048192771084338,7.228915662650603,43.373493975903614,303.6144578313253,12.048192771084338,0.0,7.228915662650603,0.0,2.4096385542168677,0.0,2.4096385542168677,24.096385542168676,0.0,0.0,2.4096385542168677,2.4096385542168677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.048192771084338,2.4096385542168677,69.87951807228916,26.50602409638554,2.4096385542168677,40.96385542168675,0.5025,5.225,9.63855421686747,2.4096385542168677,0.0,0.0,4.819277108433735,0.0,12.048192771084338,4.819277108433735,2.4096385542168677,0.0,7.228915662650603,14.457831325301205,7.228915662650603,0.0,12.048192771084338,2.4096385542168677,0.0,0.0,2.4096385542168677,12.048192771084338,2.4096385542168677,0.0,4.819277108433735
10534,0.0,0.0,58.96805896805897,0.0,2.457002457002457,0.0,29.484029484029485,14.742014742014742,12.285012285012284,0.0,7.371007371007371,0.0,24.570024570024568,19.656019656019655,4.914004914004914,208.84520884520884,4.914004914004914,0.0,27.027027027027028,0.0,0.0,0.0,2.457002457002457,14.742014742014742,0.0,0.0,2.457002457002457,0.0,7.371007371007371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.914004914004914,4.914004914004914,83.53808353808354,63.88206388206388,7.371007371007371,76.16707616707617,0.5826972010178118,4.699745547073792,0.0,2.457002457002457,0.0,0.0,7.371007371007371,0.0,4.914004914004914,17.1990171990172,0.0,2.457002457002457,7.371007371007371,22.11302211302211,4.914004914004914,2.457002457002457,19.656019656019655,0.0,0.0,0.0,2.457002457002457,22.11302211302211,7.371007371007371,0.0,9.828009828009828
106113,7.334963325183374,17.114914425427873,78.239608801956,0.0,0.0,4.88997555012225,63.56968215158924,2.444987775061125,7.334963325183374,7.334963325183374,4.88997555012225,2.444987775061125,24.44987775061125,29.339853300733495,0.0,242.05378973105135,4.88997555012225,0.0,26.89486552567237,0.0,0.0,0.0,4.88997555012225,22.004889975550125,2.444987775061125,2.444987775061125,2.444987775061125,7.334963325183374,2.444987775061125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.444987775061125,7.334963325183374,63.56968215158924,41.56479217603912,4.88997555012225,70.90464547677261,0.5931758530183727,4.955380577427822,9.7799511002445,0.0,0.0,4.88997555012225,4.88997555012225,0.0,0.0,2.444987775061125,0.0,2.444987775061125,12.224938875305625,22.004889975550125,14.669926650366747,2.444987775061125,24.44987775061125,0.0,0.0,0.0,2.444987775061125,4.88997555012225,4.88997555012225,0.0,7.334963325183374
10636,9.828009828009828,4.914004914004914,61.42506142506143,2.457002457002457,0.0,0.0,61.42506142506143,2.457002457002457,7.371007371007371,7.371007371007371,4.914004914004914,0.0,19.656019656019655,22.11302211302211,0.0,272.7272727272727,4.914004914004914,2.457002457002457,27.027027027027028,0.0,0.0,0.0,7.371007371007371,14.742014742014742,0.0,0.0,0.0,4.914004914004914,4.914004914004914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.371007371007371,71.25307125307125,63.88206388206388,9.828009828009828,61.42506142506143,0.5994897959183674,5.4438775510204085,19.656019656019655,0.0,0.0,2.457002457002457,0.0,0.0,4.914004914004914,14.742014742014742,2.457002457002457,0.0,9.828009828009828,24.570024570024568,0.0,0.0,17.1990171990172,2.457002457002457,0.0,0.0,4.914004914004914,17.1990171990172,7.371007371007371,0.0,14.742014742014742
106478,0.0,0.0,39.40886699507389,0.0,4.926108374384237,2.4630541871921183,61.576354679802954,0.0,4.926108374384237,12.315270935960593,2.4630541871921183,0.0,7.389162561576354,27.093596059113302,4.926108374384237,288.1773399014778,4.926108374384237,0.0,7.389162561576354,0.0,0.0,0.0,0.0,19.704433497536947,0.0,0.0,0.0,2.4630541871921183,0.0,0.0,2.4630541871921183,0.0,0.0,0.0,0.0,0.0,4.926108374384237,9.852216748768473,54.187192118226605,34.48275862068965,4.926108374384237,56.65024630541872,0.55,4.9,0.0,0.0,0.0,0.0,2.4630541871921183,0.0,9.852216748768473,4.926108374384237,2.4630541871921183,19.704433497536947,2.4630541871921183,24.630541871921185,12.315270935960593,2.4630541871921183,12.315270935960593,2.4630541871921183,0.0,0.0,12.315270935960593,12.315270935960593,2.4630541871921183,0.0,7.389162561576354
113554,0.0,0.0,79.40446650124069,9.925558312655086,2.4813895781637716,2.4813895781637716,62.03473945409429,34.7394540942928,7.444168734491315,12.40694789081886,2.4813895781637716,0.0,14.88833746898263,22.332506203473944,12.40694789081886,176.17866004962778,0.0,2.4813895781637716,32.25806451612903,0.0,0.0,0.0,0.0,29.77667493796526,2.4813895781637716,0.0,0.0,2.4813895781637716,7.444168734491315,0.0,2.4813895781637716,0.0,0.0,0.0,0.0,0.0,4.962779156327543,12.40694789081886,71.96029776674938,57.07196029776674,9.925558312655086,94.29280397022333,0.5520833333333334,4.947916666666667,4.962779156327543,2.4813895781637716,0.0,2.4813895781637716,0.0,0.0,4.962779156327543,4.962779156327543,0.0,0.0,0.0,27.29528535980149,9.925558312655086,0.0,34.7394540942928,0.0,0.0,2.4813895781637716,4.962779156327543,7.444168734491315,2.4813895781637716,0.0,9.925558312655086
